673059,674010
480203,481258
526288,527298
136905,137890
779627,780566
37033,38037
518222,519218
615102,616142
273743,274730
893620,894803
427612,428710
79325,80277
372888,373745
201993,202926
290228,291280
165882,166667
130059,131056
885530,886507
101857,102873
909901,910893
229183,230215
340422,341423
598143,599101
151024,152161
880269,881431
127425,128625
919663,920595
858862,859969
700538,701360
454027,455159
194936,195916
848738,849907
745796,746899
279666,280493
431813,432802
400869,401859
15485,16361
674908,675783
427470,428405
404666,405532
486931,487900
858329,859470
448689,449740
150347,151418
385306,386350
179963,180950
596756,597613
12688,13608
849247,850237
526920,527805
275657,276514
68724,69687
311438,312485
480421,481476
770564,771650
831760,832774
632428,633533
593457,594413
733717,734676
771777,772703
249938,250903
951416,952284
344405,345368
608851,609927
459127,460175
874940,875939
306651,307631
718866,719979
662953,663924
239842,240760
116348,117480
615510,616678
452477,453442
466675,467699
502355,503520
752004,752860
932629,933595
827023,827951
73980,74820
674470,675353
599047,600066
856158,857106
221924,222863
530375,531225
875000,876056
809373,810310
24444,25425
275135,276227
363328,364322
420522,421501
753032,753906
628090,629106
785582,786583
180052,180941
316981,318019
674798,675790
988152,989218
315392,316389
13081,14085
573530,574587
